Sam	Sam Base/E
With a serious face, Savnok is asking what the true meaning of competition is. Let's give him an answer.	
Savnok came to you after the match, and says he's disappointed at the team's boring strategy. What should we say?	
Savnok is curious of the whereabouts of the managers that are nowhere to be seen during the match. Let's give him an answer.	
The team is having a good run and Savnok is sure that winning the League is a matter of time.	
Savnok seems to be very confused of how a small soccer ball can change the fate of the universe.	
Savnok seems to be upset about losing a body check against his opponent.	
Savnok is asking what the conditions of a team ace are with a serious face. Let's talk with him.	
Savnok is surprised of how sturdy the ball is, as it withstands the strength of angels, demons, and even beings of unknown worlds.	
Savnok plans to continue playing soccer even after the Galaxy League ends. Let's talk with him.	
It's a hard match and your team is losing. Talk with Savnok and talk about what to do.	
Savnok seems to be lost. He says he no longer hates the rival team.	
You were enjoying the peaceful day on Earth until the Peacemakers suddenly showed up. At that moment, the Magical Girl Elements came to save the day!	
Vitos suddenly laughs in joy during the match against the Empire. Why?	
Savnok's form has been improving rapidly. He says he can't wait for the next match. What should we say to him?	
During a match, Savnok bumped into a teammate and knocked the player out. He seems depressed. What should we say to cheer him up?	
Savnok is complaining about restricted from playing the next match for receiving too many fouls. Let's talk to him.	
You're at the Yggdrasil memorial ceremony. The Yggdrasil Guardians are parading through the festive crowd.	
Savnok is suddenly taking interest in who Shootmeister actually is. What should we say?	
Your team is playing against the Scout Entries and Malcolm seems to be enjoying himself a little too much. Savnok is starting to get intimidated.	

Gerrard	Gerrard Base/E
Still looking pretty heated up by the match, Gerrard is asking how he did in the match.	
Gerrard looks excited as he's talking with the team about pets. He turns around and asks you what kind of pet you like.	
You come across Gerrard thinking about the value of soccer. What should we tell him?	
Gerrard is having trouble focusing on the match because of the affectionate emotion he feels. He says he must leave now to propose to his lover. What should we say?	
Gerrard blushes up and tells you that he's happy he can play soccer with you. What should we tell him?	
Gerrard is asking for special training sessions because he's not satisfied with today's performance. What should we tell him?	
Gerrard did his best, but he failed to achieve the results he wanted and looks sad. We should say something to him.	
Gerrard is asking you about what you like besides soccer.	
Gerrard feels his heart races when he sees Littre.	
Kuma is caught sneaking in the woman's locker room once again. We should talk with Gerrard about what to do with him.	
Gerrard continues to charge into the opponent's defense line and keeps failing. What should we do?	
Gerrard is being annoying with his offensive words. What should we do?	
It's dinner time and Gerrard is staring at his carrot soup with a troubled look. What should we do?	
It's early in the morning and there are players that are having trouble waking up for the morning training. What should we tell Gerrard to do?	
Gerrard says that the soup tastes funny. What should we do?	
Gerrard is furious about the referee that's clearly favoring the other team. Should we stop him?	
It suddenly began to rain heavily. You see Gerrard running up ahead.	
You witnessed a player on the other side putting a tack in Gerrard's shoe.	
During the team meeting, you find a player sleeping. What should you do?	
Gerrard hurt his leg during the 1st half of the match, but he insists on playing. What should we tell him?	
Gerrard is wondering why the team is doing so well recently. Pick an answer.	
After a meeting, Gerrard's eyes met yours a several times and Gerrard asks if he has something on his face.	
With a serious look on his face, Gerrard warns you to go to the bathroom before the match.	
Preparing for the press conference, you're talking with Gerrard on which player you think has the brightest future. What will you say?	
Gerrard is worried that he has to face demons, black holes and other dangerous things. What should we tell him?	
Gerrard is making a scene about the women's uniform and underwear disappearing. Let's talk to him.	
Gerrard is asking if you have a special person who you would like to share happy moments with. Let's give him an answer.	
You find Gerrard being very excited after performing an awesome play. How will you react?	
Gerrard is having trouble focusing on the match. Let's help him out.	
